StateFip	PLaceFip	Town
06	41180	Lennox
06	41208	Leona Valley
06	41278	Lewiston
06	41282	Lexington Hills
06	41390	Likely
06	41558	Lincoln Village
06	41572	Linda
06	41656	Lindcove
06	41782	Litchfield
06	41789	Little Grass Valley
06	41866	Little River
06	41880	Littlerock
06	41922	Live Oak
06	42230	Lodoga
06	42328	Loleta
06	42384	Loma Mar
06	42412	Loma Rica
06	42510	Lompico
06	42566	London
06	42580	Lone Pine
06	42622	Long Barn
06	43252	Los Alamos
06	44140	Los Molinos
06	44168	Los Olivos
06	44182	Los Osos
06	44280	Lost Hills
06	44350	Lower Lake
06	44378	Loyola
06	44672	Mabie
06	44700	McArthur
06	44784	McCloud
06	44812	Macdoel
06	44830	McGee Creek
06	44910	McKinleyville
06	45050	Madera Acres
06	45092	Mad River
06	45120	Magalia
06	45232	Malaga
06	45386	Manchester
06	45414	Manila
06	45512	Manton
06	45680	March ARB
06	45806	Marina del Rey
06	45820	Marin City
06	45932	Mariposa
06	45988	Markleeville
06	46100	Martell
06	46223	Matheny
06	46226	Mather
06	46436	Mayflower Village
06	46520	Meadowbrook
06	46618	Meadow Valley
06	46632	Meadow Vista
06	46646	Mead Valley
06	46660	Mecca
06	46702	Meiners Oaks
06	46814	Mendocino
06	46884	Mentone
06	46926	Meridian
06	47013	Mesa
06	47066	Mesa Verde
06	47086	Mesa Vista
06	47192	Mexican Colony
06	47332	Middletown
06	47374	Midpines
06	47430	Midway City
06	47472	Milford
06	47724	Millville
06	47794	Mineral
06	48046	Mira Monte
06	48060	Miranda
06	48147	Mission Canyon
06	48186	Mission Hills
06	48298	Mi-Wuk Village
06	48448	Mohawk Vista
06	48480	Mokelumne Hill
06	48602	Mono City
06	48641	Mono Vista
06	48760	Montara
06	48844	Montecito
06	48916	Monterey Park Tract
06	48928	Monte Rio
06	48998	Montgomery Creek
06	49348	Morongo Valley
06	49432	Moskowite Corner
06	49446	Moss Beach
06	49544	Mountain Center
06	49582	Mountain House
06	49600	Mountain Mesa
06	49628	Mountain Ranch
06	49651	Mountain View
06	49768	Mount Hebron
06	49796	Mount Hermon
06	49810	Mount Laguna
06	50034	Murphys
06	50132	Muscoy
06	50146	Myers Flat
06	50188	Myrtletown
06	51000	Newcastle
06	51042	Newell
06	51168	New Pine Creek
06	51280	Nicasio
06	51294	Nice
06	51336	Nicolaus
06	51392	Niland
06	51470	Nipinnawasee
06	51476	Nipomo
06	51574	Nord
06	51622	Norris Canyon
06	51637	North Auburn
06	51812	North Edwards
06	51820	North El Monte
06	51840	North Fair Oaks
06	51924	North Highlands
06	51990	North Lakeport
06	52162	North Richmond
06	52246	North San Juan
06	52715	Oak Glen
06	52760	Oak Hills
06	52764	Oakhurst
06	53116	Oak Park
06	53160	Oak Shores
06	53182	Oak View
06	53196	Oakville
06	53266	Occidental
06	53378	Ocotillo
06	53448	Oildale
06	53490	Olancha
06	53602	Old Station
06	53714	Olivehurst
06	53910	Onyx
06	54092	Orangevale
06	54120	Orcutt
06	54218	Orick
06	54372	Orosi
06	54388	Oroville East
06	54764	Pacheco
06	55048	Pajaro Dunes
06	55058	Pala
06	55086	Palermo
06	55422	Palo Verde
06	55528	Paradise
06	55604	Paradise Park
06	55728	Parklawn
06	55751	Parksdale
06	55800	Parkway
06	55842	Parkwood
06	56140	Patton Village
06	56182	Paxton
06	41194	Lenwood
06	41670	Linden
06	42104	Lockeford
06	49180	Morada
06	41740	Linnell Camp
06	41908	Little Valley
06	42146	Lockwood
06	43126	Lookout
06	44042	Los Berros
06	44242	Los Ranchos
06	44399	Lucas Valley-Marinwood
06	49950	Muir Beach
06	44406	Lucerne
06	44420	Lucerne Valley
06	44644	Lytle Creek
06	44760	McClellan Park
06	44770	McClenney Tract
06	48676	Monson
06	55506	Panorama Heights
06	44924	McKittrick
06	47164	Mettler
06	48452	Mojave
06	45006	McSwain
06	45064	Madison
06	49045	Monument Hills
06	46338	Maxwell
06	46400	Mayfair
06	47822	Minkler
06	53505	Old Fig Garden
06	48592	Monmouth
06	49558	Mountain Gate
06	48718	Montalvin Manor
06	49488	Moss Landing
06	49684	Mountain View Acres
06	51028	New Cuyama
06	51890	North Gate
06	52302	North Shore
06	52379	North Tustin
06	52610	Nubieber
06	56042	Paskenta
06	52624	Nuevo
06	53224	Oasis
06	53294	Oceano
06	55044	Pajaro
06	55296	Palo Cedro
06	56028	Pasatiempo
06	56120	Patterson Tract
06	56196	Paynes Creek
06	56476	Penngrove
06	56518	Penn Valley
06	56756	Pescadero
06	56854	Phillipsville
06	56868	Philo
06	56870	Phoenix Lake
06	57036	Pike
06	57134	Pine Flat
06	57148	Pine Grove
06	57204	Pine Hills
06	57240	Pine Mountain Club
06	57244	Pine Mountain Lake
06	57260	Pine Valley
06	57302	Pi̱on Hills
06	57372	Piru
06	57512	Pixley
06	57582	Planada
06	57825	Pleasure Point
06	57828	Plumas Eureka
06	57829	Plumas Lake
06	57960	Point Reyes Station
06	58030	Pollock Pines
06	58226	Port Costa
06	58478	Potrero
06	58506	Potter Valley
06	58618	Prattville
06	58814	Proberta
06	58870	Prunedale
06	59052	Quartz Hill
06	59080	Quincy
06	59220	Rail Road Flat
06	59248	Rainbow
06	59290	Raisin City
06	59346	Ramona
06	59426	Rancho Calaveras
06	59506	Rancho Murieta
06	59604	Rancho Tehama Reserve
06	59668	Randsburg
06	59906	Redcrest
06	60088	Redway
06	60214	Redwood Valley
06	60279	Reliez Valley
06	60592	Richfield
06	60606	Richgrove
06	60706	Ridgemark
06	60928	Rio del Mar
06	60970	Rio Oso
06	61012	Ripley
06	61096	Riverdale
06	61106	Riverdale Park
06	62168	Robbins
06	62200	Robinson Mill
06	62490	Rodeo
06	62496	Rodriguez Camp
06	62625	Rolling Hills
06	62700	Rollingwood
06	62756	Romoland
06	62826	Rosamond
06	62854	Rosedale
06	63106	Rough and Ready
06	63134	Round Mountain
06	63168	Rouse
06	63218	Rowland Heights
06	63316	Running Springs
06	63400	Rutherford
06	64210	Salida
06	64252	Salmon Creek
06	64294	Salton City
06	64420	San Andreas
06	64462	San Antonio Heights
06	64476	San Ardo
06	67070	San Geronimo
06	68112	San Lorenzo
06	68140	San Lucas
06	68238	San Martin
06	68266	San Miguel
06	68308	San Pasqual
06	68434	San Simeon
06	69182	Santa Margarita
06	70028	Santa Nella
06	70154	Santa Venetia
06	70266	Saranap
06	70336	Sattley
06	70518	Scotia
06	70644	Seacliff
06	70712	Sea Ranch
06	71000	Sereno del Mar
06	71218	Shasta
06	71246	Shaver Lake
06	71362	Shell Ridge
06	71372	Shelter Cove
06	71414	Sheridan
06	71554	Shingle Springs
06	71568	Shingletown
06	71774	Sierra Brooks
06	71778	Sierra City
06	71834	Sierra Village
06	71848	Sierraville
06	71927	Silverado Resort
06	71964	Silver Lakes
06	72086	Sisquoc
06	72156	Sky Valley
06	72282	Smartsville
06	72338	Smith Corner
06	72380	Smith River
06	72408	Snelling
06	72478	Soda Bay
06	72492	Soda Springs
06	72688	Soquel
06	72772	Soulsbyville
06	72954	South Dos Palos
06	73276	South San Gabriel
06	73290	South San Jose Hills
06	73430	South Whittier
06	73554	Spaulding
06	73612	Spreckels
06	73654	Spring Garden
06	73690	Spring Valley
06	73700	Spring Valley Lake
06	73710	Springville
06	73794	Squaw Valley
06	73906	Stanford
06	74130	Stevenson Ranch
06	74144	Stevinson
06	74172	Stinson Beach
06	74186	Stirling City
06	75168	Storrie
06	75252	Stratford
06	75280	Strathmore
06	75315	Strawberry
06	75322	Strawberry
06	75596	Sugarloaf Village
06	75714	Summerland
06	75994	Sunnyside
06	76015	Sunnyside-Tahoe City
06	76040	Sunny Slopes
06	77042	Sunol
06	77308	Sun Village
06	77430	Swall Meadows
06	77700	Tahoe Vista
06	77728	Tahoma
06	77805	Tamalpais-Homestead Valley
06	77924	Tara Hills
06	77960	Tarpey Village
06	78008	Taylorsville
06	78050	Tecopa
06	56294	Pearsonville
06	63148	Round Valley
06	71680	Shoshone
06	56546	Penryn
06	56798	Peters
06	56826	Phelan
06	57011	Pierpoint
06	57568	Plainview
06	58422	Posey
06	57070	Pine Canyon
06	57330	Pioneer
06	59896	Red Corral
06	58134	Ponderosa
06	58436	Poso Park
06	58191	Poplar-Cotton Center
06	58758	Princeton
06	75154	Stonyford
06	59115	Rackerby
06	60662	Richvale
06	59550	Rancho San Diego
06	59584	Rancho Santa Fe
06	66004	San Diego Country Estates
06	60942	Rio Linda
06	61124	River Pines
06	62860	Rose Hills
06	62910	Rosemont
06	63050	Rossmoor
06	63386	Ruth
06	64308	Salton Sea Beach
06	64392	Samoa
06	68263	San Miguel
06	70130	Santa Rosa Valley
06	70322	Saticoy
06	70140	Santa Susana
06	70182	Santa Ynez
06	70728	Searles Valley
06	70798	Seeley
06	70966	Sequoia Crest
06	71078	Seville
06	71134	Shandon
06	71932	Silver City
06	75588	Sugarloaf Mountain Park
06	72184	Sleepy Hollow
06	73167	South Monrovia Island
06	73178	South Oroville
06	73388	South Taft
06	73815	Squirrel Mountain Valley
06	73868	Stallion Springs
06	77588	Taft Heights
06	73696	Spring Valley
06	75592	Sugarloaf Saw Mill
06	75672	Sultana
06	77378	Sutter
06	77595	Taft Mosswood
06	77784	Talmage
06	78126	Temelec
06	78232	Terminous
06	78288	Terra Bella
06	78456	Thermal
06	78470	Thermalito
06	78596	Thousand Palms
06	78638	Three Rivers
06	78652	Three Rocks
06	78715	Timber Cove
06	78750	Tipton
06	78792	Tobin
06	78960	Topanga
06	79030	Topaz
06	79529	Toro Canyon
06	80266	Tranquillity
06	80280	Traver
06	80476	Trinity Center
06	80483	Trinity Village
06	80515	Trona
06	80560	Trowbridge
06	80763	Tuolumne City
06	80784	Tupman
06	80882	Tuttle
06	80896	Tuttletown
06	80952	Twain
06	80966	Twain Harte
06	81050	Twin Lakes
06	81302	University of California-Davis
06	81312	University of California-Merced
06	81358	Upper Lake
06	81638	Valinda
06	81652	Vallecito
06	81708	Valle Vista
06	81736	Valley Center
06	81778	Valley Ford
06	81792	Valley Home
06	81869	Valley Ranch
06	81890	Valley Springs
06	81925	Valley Wells
06	81967	Val Verde
06	82072	Vandenberg AFB
06	82334	Verdi
06	82562	Victor
06	82786	Vina
06	82815	Vincent
06	82842	Vine Hill
06	82852	Vineyard
06	83108	Volta
06	83262	Walker
06	83304	Wallace
06	83374	Walnut Grove
06	83570	Washington
06	83626	Waterloo
06	83724	Waukena
06	83766	Wawona
06	83794	Weaverville
06	84004	Weott
06	84116	West Athens
06	84120	West Bishop
06	84144	West Carson
06	84385	Westhaven-Moonstone
06	84592	Westmont
06	84680	West Park
06	84732	West Point
06	84774	West Puente Valley
06	84780	West Rancho Dominguez
06	84921	West Whittier-Los Nietos
06	85086	Whitehawk
06	85208	Whitewater
06	85222	Whitley Gardens
06	85551	Wilkerson
06	85614	Willowbrook
06	85642	Willow Creek
06	85880	Wilton
06	85894	Winchester
06	85992	Winter Gardens
06	86020	Winterhaven
06	86076	Winton
06	86230	Woodbridge
06	86244	Woodcrest
06	86380	Woodlands
06	86482	Woodville
06	86594	Wrightwood
06	86678	Yankee Hill
06	86804	Yolo
06	86878	Yosemite Lakes
06	87090	Zayante
06	86912	Yosemite Valley
06	78138	Temescal Valley
06	78162	Templeton
06	78176	Tennant
06	78336	Teviston
06	78932	Tonyville
06	78949	Tooleville
06	85866	Wilsonia
06	86734	Yettem
06	78568	Thornton
06	78890	Tomales
06	86216	Woodacre
06	80364	Tres Pinos
06	81722	Valley Acres
06	83863	Weedpatch
06	83948	Weldon
06	86174	Wofford Heights
06	82086	Vandenberg Village
06	82667	View Park-Windsor Hills
06	83402	Walnut Park
06	83085	Vista Santa Rosa
06	83460	Warm Springs
06	83094	Volcano
06	83494	Warner Valley
06	84345	West Goshen
06	84480	Westley
06	84578	West Modesto
06	84536	West Menlo Park
06	84863	Westside
06	84928	Westwood
08	00320	Acres Green
08	00620	Aetna Estates
08	00870	Air Force Academy
08	01145	Alamosa East
08	01420	Allenspark
08	01640	Alpine
08	01740	Altona
08	01915	Amherst
08	02575	Applewood
08	02905	Arboles
08	03015	Aristocrat Ranchettes
08	03730	Aspen Park
08	03840	Atwood
08	04165	Avondale
08	04620	Bark Ranch
08	05120	Battlement Mesa
08	06172	Berkley
08	06602	Beulah Valley
08	06970	Black Forest
08	07245	Blende
08	07580	Bonanza Mountain Estates
08	08290	Brandon
08	10985	Byers
08	11975	Capulin
08	12325	Cascade-Chipita Park
08	12393	Castle Pines Village
08	12450	Cathedral
08	12470	Cattle Creek
08	12945	Chacra
08	13590	Cherry Creek
08	14587	Cimarron Hills
08	15165	Clifton
08	15302	Coal Creek
08	15440	Coaldale
08	15825	Colona
08	15935	Colorado City
08	16110	Columbine
08	16465	Comanche Creek
08	16715	Conejos
08	17150	Copper Mountain
08	17485	Cotopaxi
08	18585	Crisman
08	19150	Dakota Ridge
08	20275	Derby
08	20605	Divide
08	21155	Dotsero
08	21330	Dove Valley
08	21390	Downieville-Lawson-Dumont
08	22575	East Pleasant View
08	23300	Edwards
08	23520	Elbert
08	23575	Eldora
08	23630	Eldorado Springs
08	23795	El Jebel
08	24235	Ellicott
08	24290	El Moro
08	25390	Evergreen
08	25550	Fairmount
08	27175	Floyd Hill
08	27370	Fort Carson
08	27535	Fort Garland
08	28250	Franktown
08	28800	Fruitvale
08	28830	Fulford
08	29295	Garfield
08	29625	Genesee
08	29845	Gerrard
08	30350	Glendale
08	30420	Gleneagle
08	30890	Goldfield
08	33420	Guffey
08	33502	Gunbarrel
08	34685	Hasty
08	35400	Heeney
08	35860	Hidden Lake
08	36940	Hoehne
08	37220	Holly Hills
08	37655	Howard
08	38425	Idalia
08	38480	Idledale
08	38810	Indian Hills
08	38910	Inverness
08	39160	Jackson Lake
08	39250	Jansen
08	39745	Joes
08	39800	Johnson Village
08	40377	Ken Caryl
08	40550	Keystone
08	40900	Kirk
08	41065	Kittredge
08	42000	Laird
08	42165	La Junta Gardens
08	43220	Laporte
08	44270	Lazy Acres
08	44375	Leadville North
08	44595	Lewis
08	44695	Leyner
08	45680	Loghill Village
08	45750	Loma
08	47015	Lynn
08	49325	Maybell
08	49490	Maysville
08	50012	Meridian
08	50380	Midland
08	53780	Niwot
08	53875	No Name
08	53945	Norrie
08	54750	North Washington
08	56035	Orchard Mesa
08	56695	Padroni
08	57445	Paragon Estates
08	57850	Parshall
08	58510	Peoria
08	58592	Perry Park
08	58675	Peyton
08	58785	Phippsburg
08	58960	Piedra
08	59240	Pine Brook Hill
08	07420	Blue Sky
08	54495	North La Junta
08	55925	Orchard
08	08530	Brick Center
08	12460	Catherine
08	27095	Florissant
08	30945	Gold Hill
08	31935	Grand View Estates
08	36410	Highlands Ranch
08	46410	Louviers
08	45145	Lincoln Park
08	58400	Penrose
08	47345	McCoy
08	51975	Morgan Heights
08	52210	Mountain Meadows
08	52820	Mulford
08	60655	Ponderosa Park
08	60765	Portland
08	63320	Red Feather Lakes
08	63375	Redlands
08	63650	Redstone
08	63705	Redvale
08	64870	Rock Creek Park
08	65685	Rollinsville
08	66197	Roxborough Park
08	66995	Saddle Ridge
08	67040	St. Ann Highlands
08	67142	St. Mary's
08	67445	Salt Creek
08	67500	San Acacio
08	68847	Security-Widefield
08	68875	Sedalia
08	68985	Segundo
08	69480	Shaw Heights
08	69810	Sherrelwood
08	71625	Smeltertown
08	71790	Snyder
08	72320	Southern Ute
08	74080	Stonegate
08	74275	Stonewall Gap
08	74375	Strasburg
08	74430	Stratmoor
08	74980	Sugarloaf
08	75585	Sunshine
08	76325	Tall Timber
08	77235	The Pinery
08	77757	Todd Creek
08	78280	Towaoc
08	78335	Towner
08	78345	Trail Side
08	79100	Twin Lakes
08	79785	Upper Bear Creek
08	80095	Valdez
08	80370	Valmont
08	80755	Vernon
08	81305	Vineland
08	82900	Watkins
08	83120	Welby
08	83175	Weldona
08	83500	Westcreek
08	84000	Weston
08	84042	West Pleasant View
08	85760	Wolcott
08	86117	Woodmoor
08	86200	Woody Creek
08	79105	Twin Lakes
08	62220	Pueblo West
08	69110	Seven Hills
08	76190	Tabernash
09	02550	Baltic
09	16960	Conning Towers Nautilus Park
09	17835	Coventry Lake
09	18220	Crystal Lake
09	22700	East Hartford
09	30190	Gales Ferry
09	31270	Glastonbury Center
09	35020	Guilford Center
09	04790	Bethel
09	18920	Darien
09	30540	Georgetown
09	04945	Bethlehem Village
09	10870	Canaan
09	06050	Blue Hills
09	08770	Broad Brook
09	07345	Branford Center
09	14200	Cheshire Village
09	22980	East Haven
09	09120	Brooklyn
09	10660	Byram
09	33690	Greenwich
09	11990	Cannondale
09	12370	Canton Valley
09	16120	Collinsville
09	14370	Chester Center
09	15420	Clinton
09	19200	Deep River Center
09	20740	Durham
09	22420	East Hampton
09	26370	Essex Village
09	15840	Colchester
09	17520	Cos Cob
09	21160	East Brooklyn
09	27390	Falls Village
09	31520	Glenville
09	37770	Hazardville
09	37930	Heritage Village
09	38050	Higganum
09	40150	Kensington
09	41410	Lake Pocotopaug
09	41830	Lakeville
09	44630	Madison Center
09	44690	Manchester
09	45120	Mansfield Center
09	49110	Moodus
09	49180	Moosup
09	51420	New Hartford Center
09	52210	Newington
09	52560	New Milford
09	52770	New Preston
09	53400	Norfolk
09	54730	North Grosvenor Dale
09	54940	North Haven
09	55725	Northwest Harwinton
09	56900	Old Greenwich
09	57670	Orange
09	59210	Pemberwick
09	60090	Plainfield Village
09	62640	Putnam
09	63270	Quinebaug
09	63900	Ridgefield
09	64530	Riverside
09	65230	Rockville
09	67890	Sharon
09	69150	Somers
09	69990	South Coventry
09	71040	Southport
09	71250	South Windham
09	71530	South Woodstock
09	72300	Stafford Springs
09	73980	Storrs
09	74260	Stratford
09	74655	Suffield Depot
09	43790	Long Hill
09	49810	Mystic
09	53120	Niantic
09	53260	Noank
09	57180	Old Mystic
09	45995	Mashantucket
09	54660	North Granby
09	66455	Salmon Brook
09	68450	Sherwood Manor
09	69010	Simsbury Center
09	71460	Southwood Acres
09	56690	Oakville
09	57390	Old Saybrook Center
09	61870	Portland
09	58520	Oxoboxo River
09	59140	Pawcatuck
09	60260	Plantsville
09	61730	Poquonock Bridge
09	67050	Saybrook Manor
09	75200	Terramuggus
09	75240	Terryville
09	75940	Thompsonville
09	77270	Trumbull
09	78880	Wallingford Center
09	80420	Watertown
09	80770	Weatogue
09	81750	Westbrook Center
09	82660	West Hartford
09	83570	Westport
09	83990	West Simsbury
09	84970	Wethersfield
09	85810	Willimantic
09	86380	Wilton Center
09	87350	Winsted
09	87980	Woodbury Center
09	87140	Windsor Locks
09	75100	Tariffville
09	75660	Thomaston
09	80210	Waterford
09	80630	Wauregan
10	04130	Bear
10	09850	Brookside
10	15310	Claymont
10	21387	Dover Base Housing
10	23240	Edgemoor
10	29350	Glasgow
10	31430	Greenville
10	34810	Highland Acres
10	35850	Hockessin
10	38710	Kent Acres
10	43245	Long Neck
10	52490	North Star
10	56490	Pike Creek
10	56500	Pike Creek Valley
10	61265	Rising Sun-Lebanon
10	61480	Riverview
10	61720	Rodney Village
10	63800	St. Georges
10	80895	Woodside East
10	77840	Wilmington Manor
12	00075	Acacia Villas
12	00410	Alafaya
12	01353	Andrews
12	01675	Apollo Beach
12	02925	Bagdad
12	03375	Balm
12	03480	Bardmoor
12	04650	Beacon Square
12	05462	Bellview
12	06125	Beverly Hills
12	06350	Big Coppitt Key
12	06425	Big Pine Key
12	06667	Black Diamond
12	06875	Bloomingdale
12	08150	Brandon
12	08300	Brent
12	08650	Broadview Park
12	09315	Buckhead Ridge
12	09630	Butler Beach
12	09655	Cabana Colony
12	09875	Campbell
12	11285	Celebration
12	11912	Cheval
12	12275	Chuluota
12	12412	Citrus Hills
12	12425	Citrus Park
12	12450	Citrus Springs
12	12675	Clarcona
12	12950	Cleveland
12	13225	Cocoa West
12	14895	Country Club
12	15055	Country Walk
12	15325	Crescent Beach
12	15515	Crooked Lake Park
12	15725	Crystal Lake
12	15800	Crystal Springs
12	15862	Cudjoe Key
12	16050	Cypress Gardens
12	16062	Cypress Lake
12	16175	Dade City North
12	18075	Dover
12	18425	Duck Key
12	19025	East Bronson
12	19212	East Lake-Orient Park
12	20275	Elfers
12	20375	Ellenton
12	20825	Englewood
12	20925	Ensley
12	21750	Fairview Shores
12	22250	Fern Park
12	22275	Ferry Pass
12	22375	Fisher Island
12	22775	Floral City
12	23050	Florida Ridge
12	23730	Fort Denaud
12	23850	Fort Green
12	24175	Fort Myers Shores
12	24562	Fountainebleau
12	24925	Fruit Cove
12	25125	Fussels Corner
12	25550	Gardner
12	25655	Gateway
12	25925	Gifford
12	26475	Goldenrod
12	26700	Gonzalez
12	26925	Goulding
12	27775	Grove City
12	28650	Harbor Bluffs
12	28937	Harlem Heights
12	29320	Heathrow
12	29425	Hernando
12	30225	Highland City
12	31075	Holiday
12	32375	Homosassa
12	32400	Homosassa Springs
12	32825	Hudson
12	32993	Hutchinson Island South
12	00800	Allentown
12	08925	Brownsdale
12	12300	Chumuckla
12	01050	Altoona
12	02275	Astor
12	01100	Alturas
12	25025	Fuller Heights
12	27635	Grenelefe
12	32250	Homeland
12	01125	Alva
12	07375	Bokeelia
12	09350	Buckingham
12	01875	Aripeka
12	02187	Asbury Lake
12	02575	Aucilla
12	02660	Avalon
12	17450	Dickerson City
12	17710	Dixonville
12	02850	Azalea Park
12	17725	Doctor Phillips
12	02900	Babson Park
12	04070	Bay Hill
12	04162	Bayonet Point
12	04200	Bay Pines
12	04250	Bayport
12	08762	Brookridge
12	04350	Bayshore Gardens
12	14700	Cortez
12	04735	Bear Creek
12	06670	Black Hammock
12	04925	Bee Ridge
12	05025	Bellair-Meadowbrook Terrace
12	05825	Berrydale
12	29000	Harold
12	06625	Bithlo
12	07687	Boulevard Gardens
12	08125	Bradley Junction
12	09000	Brownsville
12	09415	Buenaventura Lakes
12	24581	Four Corners
12	09612	Burnt Store Marina
12	10425	Captiva
12	11597	Charleston Park
12	10100	Canal Point
12	10825	Carrollwood
12	11150	Cedar Grove
12	11625	Charlotte Harbor
12	11650	Charlotte Park
12	12150	Chokoloskee
12	12250	Christmas
12	32967	Hunters Creek
12	13125	Cobbtown
12	22325	Fidelis
12	23125	Floridatown
12	13775	Combee Settlement
12	13965	Connerton
12	14050	Conway
12	26900	Gotha
12	14412	Coral Terrace
12	15300	Crawfordville
